Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 03014009-Alacant - Rabassa
	
FECHA	SO2	CO	NO	NO2	PM10	NOx	O3	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.	PM2.5	PM1
	µg/m³	mg/m³	µg/m³	µg/m³	µg/m³	µg/m³	µg/m³	m/s	grados	°C	% H.R.	mb	W/m²	l/m²	µg/m³	µg/m³
13/10/2019	4	0,2	2	8	16	11	61	1,7	345	21,3	81	1004	181	0	7	6
14/10/2019	5	0,1	3	14	16	19	54	2,2	326	20,6	84	1001	91	7,7	8	7
15/10/2019	4	0,1	3	13	13	17	50	4,3	303	17,9	46	1006	196	0	2	1
16/10/2019	4	0,2	3	14	14	18	51	2,6	292	17,2	60	1007	188	0	3	2
17/10/2019	4	0,2	4	20	23	27	52	2,4	288	19,1	58	1005	182	0	5	3
18/10/2019	3	0,2	4	21	31	27	58	2	267	20,8	58	1003	161	0	5	3
19/10/2019	4	0,2	2	12	17	16	61	1,7	204	19,4	75	997	173	0	7	6
20/10/2019	4	0,1	2	10	9	13	44	2,5	309	17,6	70	998	78	0,2	4	4
21/10/2019	4	0,1	4	17	19	23	45	1,6	23	15,7	74	1004	66	1,9	4	2
22/10/2019	5	0,1	2	12	2	15	52	2,8	293	13,2	93	997	19	23,8	2	2
23/10/2019	6	0,1	3	11	5	15	54	2,7	255	14,5	66	996	126	0	2	2
24/10/2019	6	0,1	3	9	8	13	53	3,9	294	16,8	58	1005	170	0	2	1
25/10/2019	6	0,1	4	17	13	24	47	2,1	302	16,9	68	1009	166	0	5	4
26/10/2019	6	0,1	3	16	11	20	47	1,5	18	16,7	81	1008	164	0	7	6
27/10/2019	6	0,1	2	9	10	13	52	1,9	327	16,8	84	1009	158	0	8	8
28/10/2019		0,1	5	15	17	22	40	2,3	283	16,2	87	1005	101	0	13	12
29/10/2019		0,2	7	27	23	37	37	1,4	2	18,9	82	1004	147	0	12	10
30/10/2019		0,1	8	21	19	33	45	1,4	12	18,8	85	1008	139	0	11	10
31/10/2019		0,1	3	12	14	17	48	3,7	286	23,4	54	1008	142	0	3	2
01/11/2019	3	0,1	3	7	11	10	47	3,8	295	24	56	1005	122	0	2	2
02/11/2019	3	0,1	2	4	11	7	56	3,7	261	22,7	51	997	132	0	3	2
03/11/2019	3	0,1	2	3	13	5	68	5,8	278	21,7	47	993	151	0	2	1
04/11/2019	3	0,1	2	4	13	6	68	5,4	279	21,5	47	997	147	0	2	1
05/11/2019	4	0,1	2	6	14	10	66	5,3	287	17,6	47	998	150	0	2	1
06/11/2019	4	0,1	4	12	15	18	48	4,8	301	16,7	45	1001	150	0	2	1
07/11/2019	4	0,1	2	8	9	11	58	3,4	258	16,4	47	998	120	0,1	2	
08/11/2019	5	0,1	3	8	25	12	59	7,2	302	13,9	43	1001	143	0	2	
09/11/2019	5	0,1	3	8	13	12	57	4,9	283	14,7	44	1005	144	0,1	2	
10/11/2019	6	0,1	3	6	13	10	61	6,1	303	14,2	46	1000	144	0	2	
11/11/2019	4	0,1	3	9	9	13	53	3,2	314	13,2	47	1000	105	0	2	
12/11/2019	5	0,1	3	8	16	11	64	4,5	313	15	39	999	138	0	2	
13/11/2019	4	0,1	3	9	19	13	50	3,4	249	16,8	62	996	126	0,1	3	
14/11/2019	3	0,1	5	11	10	19	46	3,9	280	12,7	68	990	27	0,1	3	3
15/11/2019	3	0,1	2	8	12	12	54	3,5	280	11,6	49	992	104	0	2	2
16/11/2019	3	0,1	2	7	10	10	56	3,8	315	12	45	998	123	0	2	1
17/11/2019	3	0,1	2	2	6	4	67	4,6	262	12,8	50	1000	110	3	2	2
18/11/2019	3	0,1	2	10	5	13	48	2,6	332	12,1	66	998	105	1,8	2	1
19/11/2019	3	0,1	3	16	18	21	42	2,7	307	10,6	53	1003	121	0	3	2
20/11/2019	3	0,1	5	18	19	25	38	2,1	302	10,8	72	999	116	0,5	7	6
21/11/2019	3	0,1	12	24	22	42	22	1,5	319	11,5	82	996	71	0,8	12	11
22/11/2019	3	0,1	9	23	16	36	18	1,2	311	11,3	96	990	18	10	13	12
23/11/2019	4	0,2	2	8	18	11	62	6,4	300	13,5	58	988	60	0,1	2	2
24/11/2019	4	0,2	3	9	14	14	58	7	298	13,5	50	999	99	0	2	1
25/11/2019		0,1	2	7	8	10	55	3,7	266	16,9	60	1001	114	0	1	1
26/11/2019		0,1	2	14	25	17	47	2,7	270	17,2	64	1000	106	0	4	3
27/11/2019		0,1	5	10	16	19	45	3,5	292	17,4	58	999	123	0	2	2
28/11/2019		0,1	2	9	20	12	57	3	270	15,7	58	1004	111	0	3	2
29/11/2019		0,1	4	17	21	22	49	2,4	314	17,7	59	1006	109	0	2	2
30/11/2019		0,1	3	10	9	13	40	2,2	279	14,6	78	1006	112	0	5	4
01/12/2019		0,2	4	14	11	20	37	1,4	17	13,2	82	999	101	0	8	7
02/12/2019		0,1	3	10	4	14	57	2,6	53	13,1	87	1000	40	17	2	2
03/12/2019	3	0,2	2	5	3	8	57	5,3	40	11,7	77	999	9	7	2	1
04/12/2019	3	0,1	3	17	8	22	47	2,2	340	11,6	84	993	43	16,4	2	2
05/12/2019	3	0,2	8	19	11	31	33	1,3	28	12,4	84	1003	106	0,3	4	3
06/12/2019	3	0,1	3	12	11	17	34	1,5	357	12,4	83	1009	105	0	6	6
07/12/2019	3		3	12	15	16	36	1,6	342	11	85	1011	101	0	8	7
08/12/2019	3		2	10	20	13	44	1,7	352	12,7	72	1010	106	0	6	5
09/12/2019	4	0,1	2	8	20	11	51	3,5	307	15,7	49	1012	93	0,1	3	2
10/12/2019	4		10	23	30	38	38	1,5	344	12,4	58	1012	109	0	5	3
11/12/2019	4		2	7	31	10	50	4,4	312	12,7	51	1008	92	0	4	2
12/12/2019	4		2	5	10	7	61	4,5	293	12,6	51	1005	54	0	2	2
13/12/2019	5	0,1	2	2	19	4	70	6,2	277	17,4	53	1000	35	0,1	1	1
14/12/2019	5		2	7	12	9	62	3,4	311	15,9	55	1003	82	0	2	2
15/12/2019	5		3	11	15	16	47	1,5	313	11,9	70	1002	96	0	5	4
16/12/2019			11	23	19	39	28	1,3	18	11,2	89	994	50	0	11	10
17/12/2019			14	26	97	47	26	1,4	1	13,7	81	993	51	0	19	13
18/12/2019			3	14	19	18	51	2,9	317	13,4	55	1004	97	0	2	2
19/12/2019			13	26	34	46	25	1,6	304	10,4	76	1003	45	0	9	8
20/12/2019			7	21	9	33	30	2,4	256	14,3	89	993	6	0,6	6	6
21/12/2019			4	11	9	18	40	4,4	222	18,1	72	993	86	0	4	3
22/12/2019			2	1	14	3	77	7,3	271	19,2	40	1003	98	0	3	2
23/12/2019	3		1	8	13	11	65	3,6	289	17,1	48	1013	102	0,3	3	2
24/12/2019	3		3	12	14	16	43	2,5	311	15,7	61	1014	105	0	5	4
25/12/2019	3		2	12	9	15	33	1,9	347	13,1	72	1012	103	0	6	6
26/12/2019	3		10	28	20	43	25	1	33	14,6	65	1012	92	0	6	6
27/12/2019	3		6	15	16	25	31	1,9	315	11,4	83	1017	95	0	7	6
28/12/2019	3		4	15	19	21	30	1,3	352	9,3	92	1018	84	0	12	10
29/12/2019	3		2	11	15	14	35	1,9	337	9,6	89	1019	56	0,1	10	9
30/12/2019	3		3	11	14	16	41	1,9	346	10,3	82	1020	95	0	9	8
31/12/2019	3		2	9	21	12	41	2	319	9,5	86	1020	65	0	14	14
