Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 03014009-Alacant - Rabassa
	
FECHA	HORA	SO2	CO	NO	NO2	PM10	NOx	O3	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.	PM2.5	PM1
		µg/m³	mg/m³	µg/m³	µg/m³	µg/m³	µg/m³	µg/m³	m/s	grados	°C	% H.R.	mb	W/m²	l/m²	µg/m³	µg/m³
29/01/2010	01	3	0,1			10		46	1,1	324	7,6	57	997			8	8
29/01/2010	02	3	0,1			13		50	0,6	313	8,5	54	996			7	6
29/01/2010	03	3	0,1			14		38	0,5	333	7	61	996			9	8
29/01/2010	04	3	0,1			11		35	0,6	335	6	66	995			7	6
29/01/2010	05	3	0,1			6		49	0,8	331	7,8	59	995			5	5
29/01/2010	06	3	0,1			32		30	0,6	319	7,3	62	994			8	5
29/01/2010	07	3	0,1			30		25	0,6	324	7,9	60	994			7	4
29/01/2010	08	3	0,1			33		14	1,4	322	7,6	63	993			10	6
29/01/2010	09	3	0,1			14		49	1,6	322	10,7	53	994			5	4
29/01/2010	10	3	0,1			13		61	1,7	322	13,1	43	993			4	3
29/01/2010	11	3	0,1			33		57	1,9	285	13,7	42	993			8	5
29/01/2010	12	3	0,1			25		65	2,5	287	14,3	38	992			7	4
29/01/2010	13	3	0,1			25		72	2,4	283	15,5	35	991			6	3
29/01/2010	14	3	0,1			30		68	2,5	294	16,5	33	990			6	3
29/01/2010	15	3	0,1			46		62	2,9	298	16,5	33	989			8	3
29/01/2010	16	3	0,1			56		50	3,2	294	16,2	33	989			10	4
29/01/2010	17	3	0,1			11		63	2,8	312	15,5	35	989			4	3
29/01/2010	18	3	0,1			15		51	2,5	309	14,6	38	989			5	3
29/01/2010	19	3	0,1			12		72	2,3	300	14,3	38	990			5	4
29/01/2010	20	3	0,2			13		46	1,8	307	13,6	41	990			7	5
29/01/2010	21	3	0,1			9		56	1,8	300	13,4	42	991			6	5
29/01/2010	22	3	0,1			14		58	2,8	294	12,6	45	990			6	4
29/01/2010	23	3	0,2			14		50	3,5	303	12	47	990			6	5
30/01/2010	00	3	0,2			22		26	2,9	304	11,7	49	991			9	6
30/01/2010	01	3	0,1			9		60	3,1	303	11,6	52	991			7	6
30/01/2010	02	3	0,1			14		47	3,2	285	11,5	52	991			8	6
30/01/2010	03	3	0,1			19		37	3	300	11	54	991			9	7
30/01/2010	04	3	0,1			16		41	2,7	302	10,8	54	991			8	5
30/01/2010	05	3	0,1			33		23	3,3	300	10,8	52	991			9	5
30/01/2010	06	3	0,2			16		53	2,5	296	10,5	51	991			6	4
30/01/2010	07	3	0,1			6		66	3	287	10,5	49	991			4	3
30/01/2010	08	3	0,1			24		64	3,4	293	10,7	48	992			6	3
30/01/2010	09	3	0,1			9		66	3,1	279	11,3	47	993			4	3
30/01/2010	10	3	0,1			11		69	3	285	12,6	43	994			5	4
30/01/2010	11	3	0,1			11		72	2,3	280	13,9	39	994			5	4
30/01/2010	12	3	0,1			9		76	2,1	277	14,8	36	994			4	3
30/01/2010	13	3	0,1			7		73	2,3	288	15,6	33	994			3	2
30/01/2010	14	3	0,1			4		79	2,2	310	16,4	31	993			3	2
30/01/2010	15	3	0,1			5		77	1,7	307	16,8	29	993			3	2
30/01/2010	16	3	0,1			7		73	1,5	305	16,7	30	993			3	2
30/01/2010	17	3	0,1			5		77	1,5	283	16	32	993			3	3
30/01/2010	18	3	0,1			7		71	1,4	292	14,5	36	994			4	3
30/01/2010	19	3	0,1			10		55	1,2	296	13,4	40	994			5	4
30/01/2010	20	3	0,1			9		66	1,1	291	12,9	43	994			7	6
30/01/2010	21	3	0,1			14		63	1,8	311	12	48	994			9	8
30/01/2010	22	3	0,1			9		68	1,9	306	12,1	47	995			8	7
30/01/2010	23	3	0,1			11		63	1	299	12,3	45	995			8	7
31/01/2010	00	3	0,1			10		66	2,7	314	12	47	994			9	8
31/01/2010	01	3	0,1			12		55	2,7	292	12,1	47	994			9	7
31/01/2010	02	3	0,1			12		61	3,4	295	12,1	48	994			8	6
31/01/2010	03	3	0,1			15		56	2,7	302	12	49	994			7	5
31/01/2010	04	3	0,1			6		75	2	282	11,7	49	994			5	4
31/01/2010	05	3	0,1			6		76	3	278	11,9	47	993			5	4
31/01/2010	06	3	0,1			5		78	2,3	276	11,7	47	993			5	4
31/01/2010	07	3	0,1			15		70	2,4	280	11,6	47	993			6	4
31/01/2010	08	3	0,1			26		54	1	351	11,8	46	994			8	4
31/01/2010	09	3	0,1			10		74	1,5	258	12,9	41	994			5	3
31/01/2010	10	3	0,1			9		74	1,8	285	14,1	38	995			5	3
31/01/2010	11	3	0,1			13		67	2	305	15,2	38	995			6	4
31/01/2010	12	3	0,1			8		78	2,1	315	16	36	995			6	5
31/01/2010	13	3	0,1			10		78	2,2	313	16,5	35	994			6	5
31/01/2010	14	3	0,1			14		71	2,5	304	16,7	35	993			7	5
31/01/2010	15	3	0,1			18		62	2,5	295	16,7	34	993			8	5
31/01/2010	16	3	0,1			10		77	2,8	316	16,2	35	993			8	7
31/01/2010	17	3	0,1			9		75	2,2	324	15,3	38	994			8	7
31/01/2010	18	3	0,1			10		67	2,3	317	14,1	41	995			9	8
31/01/2010	19	3	0,1			11		68	2,9	309	14,1	39	995			10	9
31/01/2010	20	3	0,1			16		55	1,5	309	12,8	44	996			12	10
31/01/2010	21	3	0,1			12		63	2,3	309	11,9	47	996			10	10
31/01/2010	22	3	0,1			9		72	2,1	328	11,4	49	996			9	8
31/01/2010	23	3	0,1			11		56	2,5	312	11,2	49	997			8	7
01/02/2010	00	3	0,1			10		68	2,3	302	11,8	46	997			8	7
01/02/2010	01	3	0,1			20		46	1,3	317	10,9	49	998			10	7
01/02/2010	02	3	0,1			13		62	1,9	307	10,7	52	998			7	6
01/02/2010	03	3	0,2			19		57	1,9	299	11,1	54	998			7	4
01/02/2010	04	3	0,3			13		56	1,7	311	10,6	57	999			5	4
01/02/2010	05	3	0,1			25		34	1,6	308	10,1	59	1000			8	5
01/02/2010	06	3	0,1			9		58	1,2	296	9,8	60	1001			5	4
01/02/2010	07	3	0,1					27	0,8	304	8,6	64	1002				
01/02/2010	08	3	0,1			45		14	1	322	8	65	1003			11	7
01/02/2010	09	3	0,1			34		43	0,2	321	11,8	47	1004			8	5
01/02/2010	10	3	0,1			13		60	0,3	329	13,5	37	1005			5	4
01/02/2010	11	3	0,1			11		73	0,6	37	14,5	31	1005			3	2
01/02/2010	12	3	0,1			5		78	1,1	143	13,9	41	1006			3	3
01/02/2010	13	3	0,1			5		80	1	132	14	44	1006			2	2
01/02/2010	14	3	0,1			8		85	1,4	123	13,5	44	1006			4	3
01/02/2010	15	3	0,1			28		81	1,4	122	13,2	49	1007			7	3
01/02/2010	16	3	0,2			33		78	1	106	12,6	57	1007			7	3
01/02/2010	17	3	0,2			42		76	0,7	97	11,8	59	1008			8	2
01/02/2010	18	3	0,1			19		64	0,3	77	11,1	62	1009			6	3
01/02/2010	19	3	0,1			21		33	0,1	38	10,6	66	1010			11	8
01/02/2010	20	3	0,1			19		31	0,3	18	10	67	1010			11	9
01/02/2010	21	3	0,1			13		29	0,2	21	9,6	66	1011			9	7
01/02/2010	22	3	0,1			20		22	0,5	347	8	74	1011			15	13
01/02/2010	23	3	0,1			12		30	0,7	341	6,9	80	1011			10	9
02/02/2010	00	3	0,1			10		35	0,6	338	7,3	81	1011			9	7
02/02/2010	01	3	0,1			6		40	0,7	336	7,2	81	1012			5	4
02/02/2010	02	3	0,1			6		36	0,6	346	6,8	82	1011			5	4
02/02/2010	03	3	0,1			6		41	0,8	338	6,1	83	1011			5	4
02/02/2010	04	3	0,1			4		38	0,8	339	5,3	85	1011			4	3
02/02/2010	05	3	0,1			5		36	0,8	341	5,5	85	1011			4	3
02/02/2010	06	3	0,1			6		32	0,9	337	5,1	86	1011			5	4
02/02/2010	07	3	0,1			11		12	1	338	4,9	87	1011			9	7
02/02/2010	08	3	0,1			16		8	0,8	344	5,4	84	1012			11	7
02/02/2010	09	3	0,1			28		19	0,6	343	8,3	75	1012			16	12
02/02/2010	10	3	0,2			35		43	0,1	30	12,2	59	1012			15	10
02/02/2010	11	3	0,1			10		83	0,3	139	13,3	50	1013			4	3
02/02/2010	13	3	0,1			6		93	0,6	152	12,9	51	1011			3	1
02/02/2010	14	3	0,1			3		93	0,8	166	12,5	53	1010			2	1
02/02/2010	15	3	0,1			4		93	0,8	166	12,7	53	1010			2	1
02/02/2010	16	3	0,1			5		92	0,6	166	12,9	55	1010			3	2
02/02/2010	17	3	0,1			7		87	0,3	169	12,4	58	1010			3	2
02/02/2010	18	3	0,1			9		81	0,3	170	11,4	60	1010			3	2
02/02/2010	19	3	0,2			22		51	0,3	199	10,5	63	1010			7	4
02/02/2010	20	3	0,4			48		5	0,6	338	7,2	80	1010			34	26
02/02/2010	21	3	0,1			26		19	1	334	5,9	84	1010			20	17
02/02/2010	22	3	0,1			19		31	1	334	5,6	84	1010			15	13
02/02/2010	23	3	0,1			13		40	1	336	5,3	84	1010			11	10
03/02/2010	00	3	0,1			10		46	1,1	332	5,3	83	1010			9	8
03/02/2010	01	3	0,1			13		40	1,3	328	4,8	85	1010			11	10
03/02/2010	02	3	0,1			13		39	1,2	330	4,6	85	1009			12	10
03/02/2010	03	3	0,1			12		43	1,2	327	4,4	85	1009			9	8
03/02/2010	04	3	0,1			19		30	1,2	326	4,1	86	1008			17	15
03/02/2010	05	3	0,1			20		23	1,1	328	3,3	87	1007			17	16
03/02/2010	06	3	0,1			21		18	0,8	332	2,8	88	1008			19	17
03/02/2010	07	3	0,1			23		11	1,1	336	2,5	88	1008			19	18
03/02/2010	08	3	0,1			23		11	1,2	336	3,2	84	1008			18	15
03/02/2010	09	3	0,1			33		20	0,6	341	6,6	75	1008			18	15
03/02/2010	10	3	0,1			43		34	0,2	357	11,5	60	1008			19	15
03/02/2010	11	3	0,1			19		71	0,2	189	13,2	54	1008			11	9
