Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 03014009-Alacant - Rabassa
	
FECHA	HORA	NOx	O3	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.	PM2.5	PM1	SO2	CO	NO	NO2	PM10
		µg/m³	µg/m³	m/s	grados	°C	% H.R.	mb	W/m²	l/m²	µg/m³	µg/m³	µg/m³	mg/m³	µg/m³	µg/m³	µg/m³
07/02/2015	23	9	28	0.2	13	7.9	58	1004	0	0	5	4	3	0.2	2	8	5
08/02/2015	00	9	37	0.1	24	7.7	57	1004	0	0	5	4	3	0.2	2	7	5
08/02/2015	01	10	42	0.2	10	7.3	58	1004	0	0	4	4	3	0.2	2	8	4
08/02/2015	02	6	37	0.7	12	6.9	59	1004	0	0	4	3	3	0.1	2	5	4
08/02/2015	03	7	33	0.2	354	5.6	62	1004	0	0	4	4	3	0.2	3	5	5
08/02/2015	04	9	41	0.3	327	3.5	67	1004	0	0	6	5	3	0.2	2	6	6
08/02/2015	05	8	28	0.3	324	2.6	71	1004	0	0	7	6	3	0.2	2	6	8
08/02/2015	06	9	38	0.7	328	2.2	74	1004	0	0	6	5	3	0.1	2	6	7
08/02/2015	07	9	33	0.7	327	2	75	1004	0	0	5	5	3	0.1	2	7	6
08/02/2015	08	10	40	1	324	3.3	71	1004	67	0	5	5	3	0.1	2	7	7
08/02/2015	09	14	36	0.4	319	7.4	58	1005	250	0	6	5	3	0.2	3	10	14
08/02/2015	10	12	45	0.1	268	10.3	48	1004	420	0	6	5	3	0.2	3	8	12
08/02/2015	11	7	57	0.2	221	11.2	47	1004	542	0	4	4	3	0.2	2	4	4
08/02/2015	12	6	73	0.5	223	11.9	43	1004	610	0	4	4	3	0.2	2	4	4
08/02/2015	13	6	67	0.8	216	12.4	42	1003	612	0	6	5	3	0.2	2	4	6
08/02/2015	14	6	65	1.2	222	12.9	41	1002	563	0	5	5	3	0.1	2	4	6
08/02/2015	15	6	80	1.6	215	13.2	38	1001	459	0	5	5	3	0.1	2	4	6
08/02/2015	16	6	79	1.8	225	13.5	36	1001	307	0	4	4	3	0.2	2	4	5
08/02/2015	17	7	79	1.7	227	13.2	36	1000	125	0	4	4	3	0.1	2	5	4
08/02/2015	18	8	62	0.5	210	11.4	49	1001	11	0	5	4	3	0.2	2	6	6
08/02/2015	19	13	55	0.3	213	9.8	59	1001	0	0	7	6	3	0.2	2	11	8
08/02/2015	20	24	51	0.1	239	8.7	59	1001	0	0	9	8	3	0.2	2	21	12
08/02/2015	21	38	22	0.3	331	6.8	56	1001	0	0	9	8	3	0.3	3	34	15
08/02/2015	22	23	36	0.3	317	7.7	46	1001	0	0	5	5	3	0.2	2	21	8
08/02/2015	23	20	44	0.1	284	7.5	45	1001	0	0	6	5	3	0.3	2	18	9
09/02/2015	00	18	32	0.1	345	5.7	50	1001	0	0	7	6	3	0.2	2	17	9
09/02/2015	01	13		0.1	4	5.7	53	1001	0	0	6	6	3	0.3	2	12	6
09/02/2015	02	7		0.3	337	3.4	61	1002	0	0	4	3	3	0.2	2	5	5
09/02/2015	03	6		0.6	347	3.4	63	1002	0	0	3	3	3	0.1	2	4	4
09/02/2015	04	8		0.5	354	3.3	65	1002	0	0	3	3	3	0.2	2	6	4
09/02/2015	05	10		0.4	350	3.7	64	1003	0	0	3	3	3	0.1	2	8	5
09/02/2015	06	17		0.4	353	5.5	64	1003	0	0	4	4	3	0.2	2	15	5
09/02/2015	07	36		0.3	355	3.8	70	1004	0	0	5	4	3	0.2	4	31	8
09/02/2015	08	66		0.6	7	5.6	73	1005	49	0	7	5	3	0.3	16	42	11
09/02/2015	09	21		1.1	57	11	70	1006	142	0	6	5	3	0.2	3	17	9
09/02/2015	10	12		1.1	61	11.1	75	1006	48	0	6	5	3	0.2	2	10	7
09/02/2015	11	15		1.1	47	10.8	78	1007	120	0	6	5	3	0.1	2	13	7
09/02/2015	12	15		1.6	63	11.9	67	1007	325	0	5	4	3	0.2	2	11	7
09/02/2015	13	18		1.6	80	12	64	1007	235	0	5	3	3	0.1	6	9	8
09/02/2015	14	7		1.6	73	12.4	62	1006	324	0	5	3	3	0.1	2	5	8
09/02/2015	15	6		1.6	79	12.8	59	1006	398	0	5	3	3	0.1	2	5	8
09/02/2015	16	7		1.4	85	12.3	60	1006	195	0	5	3	3	0.1	2	6	8
09/02/2015	17	9		1.4	72	12	67	1006	58	0	7	4	3	0.1	2	7	10
09/02/2015	18	12		0.9	67	11.5	72	1006	7	0	7	4	3	0.1	2	10	12
09/02/2015	19	13		1	65	11.3	73	1006	0	0	7	4	3	0.2	2	11	11
09/02/2015	20	19		0.6	48	10.3	77	1007	0	0	8	5	3	0.2	2	17	13
09/02/2015	21	16		0.5	32	9.4	75	1007	0	0	7	5	3	0.2	2	15	10
09/02/2015	22	16		0.4	30	8.8	75	1007	0	0	8	5	3	0.2	2	14	10
09/02/2015	23	10		0.2	16	8.4	78	1007	0	0	6	5	3	0.2	2	8	8
10/02/2015	00	13		0.3	24	8.1	80	1007	0	0	6	5	3	0.2	2	10	8
10/02/2015	01	15	47	0.3	39	8.8	79	1007	0	0	5	4	3	0.2	2	13	7
10/02/2015	02	7	56	0.2	37	9.1	81	1006	0	0	5	3	3	0.2	2	4	7
10/02/2015	03	6	58	0.3	27	9.2	84	1006	0	0	5	3	3	0.2	2	4	6
10/02/2015	04	6	65	0.2	50	9.7	85	1006	0	0	5	3	3	0.1	2	4	7
10/02/2015	05	6	67	0.1	60	10.2	83	1006	0	0	5	3	3	0.1	2	4	7
10/02/2015	06	11	61	0.1	46	10.1	83	1006	0	0	5	3	3	0.1	2	9	7
10/02/2015	07	25	43	0.1	17	9.4	85	1006	0	0	4	2	3	0.2	2	22	5
10/02/2015	08	39	28	0.1	14	9.3	83	1006	6	0	4	2	3	0.1	3	36	5
10/02/2015	09	35	34	0.1	21	9.9	85	1006	52	0	4	2	3	0.2	3	30	5
10/02/2015	10	28	52	0.4	57	11.5	77	1006	124	0	4	2	3	0.2	3	24	7
10/02/2015	11	11	76	1.4	71	12.5	66	1006	199	0	3	1	3	0.1	2	9	5
10/02/2015	12	7	81	1.5	74	12.6	62	1006	205	0	2	1	3	0.1	2	5	4
10/02/2015	13	9	80	1.4	70	12.5	62	1006	146	0	2	1	3	0.1	2	6	4
10/02/2015	14	7	83	1.6	68	12.8	60	1005	260	0	2	1	3	0.1	2	5	4
10/02/2015	15	7	85	1.7	72	12.9	60	1004	246	0	2	1	3	0.1	2	5	3
10/02/2015	16	7	85	1.5	73	12.4	61	1004	64	0	2	1	3	0.1	2	5	4
10/02/2015	17	8	81	1.2	76	12.2	64	1004	31	0	3	1	3	0.1	2	6	4
10/02/2015	18	10	78	0.8	71	12	66	1004	0	0	3	1	3	0.2	2	8	5
10/02/2015	19	15	69	0.5	66	11.7	68	1005	0	0	3	2	3	0.1	2	13	7
10/02/2015	20	23	52	0.2	48	11.3	70	1005	0	0	4	2	3	0.2	2	21	9
10/02/2015	21	20	58	0.5	41	11.1	71	1005	0	0	4	3	3	0.2	2	18	7
10/02/2015	22	11	68	0.3	38	10.9	72	1004	0	0	4	2	3	0.2	2	9	6
10/02/2015	23	9	72	0.2	37	10.8	72	1004	0	0	3	2	3	0.1	2	7	6
11/02/2015	00	7	75	0.3	43	11.1	74	1004	0	0	3	2	3	0.1	2	5	6
11/02/2015	01	8	74	0.2	30	10.9	76	1004	0	0	3	1	3	0.1	2	5	6
11/02/2015	02	11	57	0.2	23	10.2	75	1003	0	0	3	2	3	0.1	2	10	6
11/02/2015	03	7	54	0.4	11	9.8	75	1003	0	0	3	2	3	0.1	2	6	5
11/02/2015	04	7	58	0.2	12	10.4	69	1002	0	0	3	2	3	0.1	2	5	5
11/02/2015	05	7	44	0.2	341	9.1	74	1002	0	0	3	2	3	0.1	2	6	6
11/02/2015	06	11	36	0.3	338	8.9	77	1002	0	0	4	2	3	0.1	2	9	7
11/02/2015	07	23	21	0.3	339	8.9	78	1002	0	0	4	3	3	0.1	2	21	9
11/02/2015	08	44	7	0.2	337	9	78	1003	14	0	5	3	3	0.1	5	37	16
11/02/2015	09	33	21	0.2	322	11.3	73	1003	180	0	5	3	3	0.2	5	27	11
11/02/2015	10	27	49	0.5	69	14	68	1003	201	0	5	3	3	0.2	3	22	12
11/02/2015	11	7	72	1.6	71	14.8	71	1003	462	0	5	2	3	0.1	2	5	8
11/02/2015	12	7	75	1.8	76	15.3	70	1003	592	0	5	2	3	0.1	2	5	8
11/02/2015	13	6	72	1.6	78	15.7	67	1002	591	0	5	2	3	0.2	2	4	9
11/02/2015	14	7	76	1.8	78	15.6	68	1001	552	0	5	2	3	0.1	2	4	10
11/02/2015	15	6	75	1.5	87	15.6	68	1001	440	0	5	2	3	0.1	2	4	10
11/02/2015	16	7	75	1.5	77	15	70	1001	287	0	5	2	3	0.2	2	5	10
11/02/2015	17	8	73	1.4	77	14	79	1001	111	0	5	2	3	0.1	2	5	9
11/02/2015	18	11	68	0.9	77	13.1	84	1001	6	0	5	2	3	0.2	3	8	8
11/02/2015	19	10	62	0.7	71	12.8	87	1002	0	0	5	2	3	0.2	2	9	7
11/02/2015	20	11	56	0.5	65	12.5	86	1002	0	0	6	3	3	0.2	2	10	8
11/02/2015	21	31	25	0.1	24	11.2	86	1002	0	0	8	5	3	0.2	2	29	12
11/02/2015	22	33	9	0.1	341	9.1	89	1002	0	0	11	9	3	0.2	2	30	16
11/02/2015	23	17	9	0.1	349	8.2	92	1002	0	0	9	6	3	0.2	2	16	12
12/02/2015	00	20	14	0.1	11	8.9	90	1002	0	0	8	6	3	0.2	2	17	12
12/02/2015	01	9		0.1	9	9.2	88	1001	0	0	6	4	3	0.1	2	7	9
12/02/2015	02	8		0.1	358	9.2	85	1001	0	0	6	3	3	0.1	2	6	9
12/02/2015	03	6		0.3	334	9	87	1001	0	0	7	4	3	0.1	2	4	10
12/02/2015	04	7		0.1	343	9	87	1000	0	0	8	5	3	0.1	2	6	11
12/02/2015	05	12		0.1	335	8.7	87	1000	0	0	8	5	3	0.1	2	10	11
12/02/2015	06	15		0.4	333	8.5	88	1000	0	0	8	5	3	0.1	2	12	11
12/02/2015	07	25		0.3	331	8.7	87	1001	0	0	8	5	3	0.1	2	21	11
12/02/2015	08	32		0.6	333	9.7	84	1002	5	0	7	4	3	0.1	3	28	10
12/02/2015	09	54		0.1	23	11.4	79	1002	88	0	8	4	3	0.2	8	41	14
12/02/2015	10	33		0.1	18	12.4	75	1002	108	0	7	4	3	0.2	4	27	16
12/02/2015	11	32		0.1	27	13	74	1002	130	0	6	4	3	0.2	3	28	15
12/02/2015	12	36		0.1	295	13.4	73	1002	119	0	8	4	3	0.1	4	30	34
12/02/2015	13	27		0.1	31	13.3	73	1001	96	0	7	4	3	0.1	3	23	19
12/02/2015	14	28		0.5	258	12.8	76	1001	97	0	8	6	3	0.2	3	24	19
12/02/2015	15	26		0.2	311	12	81	1001	50	0	7	4	3	0.1	2	23	20
12/02/2015	16	42		0.1	254	12	83	1002	42	0	7	4	3	0.2	5	35	18
12/02/2015	17	43		0.1	278	12.1	85	1002	13	0	6	4	3	0.2	3	39	9
12/02/2015	18	52		0.1	279	11.9	82	1002	3	0	7	4	3	0.2	6	44	10
12/02/2015	19	55		0.1	319	11.4	84	1003	0	0	8	6	3	0.2	7	45	12
12/02/2015	20	33		0.2	316	11.3	83	1003	0	0	7	5	3	0.1	3	31	11
12/02/2015	21	20		0.2	315	11	84	1004	0	0	7	5	3	0.2	2	17	10
12/02/2015	22	20		0.1	285	10.5	89	1004	0	0	7	5	3	0.2	2	18	10
12/02/2015	23	22		0.1	314	10.5	89	1004	0	0	8	6	3	0.2	2	20	11
13/02/2015	00	25		0.1	155	10.4	89	1004	0	0	10	8	3	0.3	2	23	13
13/02/2015	01	27		0.1	321	10	91	1004	0	0	10	9	3	0.2	2	25	12
13/02/2015	02	16		0.2	330	9.4	92	1004	0	0	10	9	3	0.2	2	15	12
13/02/2015	03	13		0.2	325	8.6	92	1003	0	0	9	8	3	0.1	2	11	10
13/02/2015	04	14		0.1	324	8.1	93	1003	0	0	9	8	3	0.2	2	12	11
13/02/2015	05	13		0.1	335	8.3	93	1003	0	0	8	7	3	0.2	2	11	10
13/02/2015	06	22		0.1	313	7.6	93	1003	0	0	8	7	3	0.1	3	19	10
13/02/2015	07	47		0.1	308	7.9	90	1003	0	0	9	6	3	0.1	9	34	13
13/02/2015	08	70		0.1	320	9	86	1004	54	0	9	6	3	0.2	20	40	14
13/02/2015	09	53		0.1	308	11.7	80	1004	244	0	6	4	3	0.1	13	33	10
13/02/2015	10									0							
13/02/2015	11	30	64	0.1	180	15	61	1004	545	0	6	4	3	0.2	6	22	14
13/02/2015	12	28	66	0.2	149	16.1	57	1004	620	0	5	4	3	0.2	5	20	10
13/02/2015	13	19	71	0.2	137	17.4	52	1003	624	0	5	3	3	0.2	3	14	10
13/02/2015	14	13	84	1.1	319	19.2	38	1002	647	0	3	1	3	0.1	3	9	10
13/02/2015	15	11	86	1.3	296	19.5	35	1002	529	0	4	2	3	0.1	2	8	11
13/02/2015	16	6	91	1.8	328	19.4	32	1002	340	0	4	2	3	0.1	2	4	9
13/02/2015	17	11	87	1.4	337	18	37	1002	122	0	5	2	3	0.1	2	9	10
13/02/2015	18	12	80	0.8	329	16.8	40	1002	12	0	5	3	3	0.1	2	10	12
13/02/2015	19	28	52	0.2	307	15.4	45	1003	15	0	6	3	3	0.1	2	26	26
13/02/2015	20	25	49	0.2	273	14.7	48	1003	14	0	6	3	3	0.1	2	23	16
13/02/2015	21	37	41	0.2	260	13.3	54	1002	14	0	8	5	3	0.2	2	33	33
13/02/2015	22	30	33	0.2	262	12.3	59	1002	14	0	9	6	3	0.2	2	29	16
13/02/2015	23	28	39	0.1	265	12	60	1002	14	0	8	6	3	0.2	2	26	15
14/02/2015	00	14	52	0.1	258	11.9	60	1002	14	0	9	6	3	0.1	2	13	16
14/02/2015	01	8	76	0.9	274	13.3	53	1002	15	0	6	4	3	0.1	2	5	11
14/02/2015	02	6	87	1.1	275	13.4	50	1001	14	0	4	3	3	0.1	2	4	7
14/02/2015	03	10	90	2.5	269	13.8	48	1000	15	0	4	2	3	0.1	3	7	13
14/02/2015	04	28	59	2.1	296	13.6	50	1000	14	0	4	2	3	0.2	3	24	13
14/02/2015	05	21	69	1.9	312	13.2	54	1000	15	0	3	2	3	0.1	3	16	10
14/02/2015	06	48	44	2.2	305	13.6	55	999	15	0	4	2	3	0.2	11	32	18
14/02/2015	07	6	82	0.6	265	13.4	57	1000	17	0	3	2	3	0.1	2	4	5
14/02/2015	08	6	82	0.7	255	13.9	56	1000	125	0	2	2	3	0.1	2	5	3
14/02/2015	09	6	83	1	252	15	53	1000	302	0	2	2	3	0.1	2	4	3
14/02/2015	10	13	70	1.4	293	16.7	50	1000	475	0	3	2	3	0.1	3	9	10
14/02/2015	11	11	73	1.3	286	17.1	48	1000	405	0	2	1	3	0.1	3	8	7
14/02/2015	12	11	70	1.5	306	17.9	45	1000	372	0	2	1	3	0.1	2	8	15
14/02/2015	13	6	81	2.4	282	17.5	46	999	287	0	1	1	3	0.1	2	4	6
14/02/2015	14	7	74	1.7	285	17.9	47	998	301	0	1	1	3	0.1	2	5	4
14/02/2015	15	6	80	1.6	275	17.9	45	997	149	0	1	1	3	0.1	2	4	1
14/02/2015	16	7	82	1.7	273	18	43	997	155	0	1	1	3	0.1	2	5	2
14/02/2015	17	15	74	1.8	280	17.8	44	997	90	0	2	1	3	0.1	4	10	5
14/02/2015	18	14	66	1.3	272	17.4	47	997	21	0	3	2	3	0.1	3	10	5
14/02/2015	19	9	67	0.4	254	16.3	51	997	14	0	3	2	3	0.1	2	7	3
14/02/2015	20	16	52	0.6	246	15.6	55	997	14	0	4	3	3	0.1	2	14	4
14/02/2015	21	7	66	0.5	231	15.5	56	998	14	0	3	3	3	0.1	2	5	4
14/02/2015	22	6	73	0.9	248	15.7	55	997	14	0	3	2	3	0.1	2	4	3
14/02/2015	23	7	69	0.4	281	15.4	56	997	14	0	3	2	3	0.2	2	5	4
15/02/2015	00	7	67	0.6	283	15.4	55	996	14	0	3	2	3	0.1	2	5	4
15/02/2015	01	7	66	0.9	274	15.2	57	996	14	0	3	2	3	0.1	2	5	6
15/02/2015	02	6	68	0.5	251	14.8	59	995	14	0	4	2	3	0.1	2	4	5
15/02/2015	03	7	56	0.1	250	13.5	64	995	14	0	3	2	3	0.1	2	5	4
15/02/2015	04	9	47	0.1	294	13.1	67	994	13	0	4	2	3	0.1	2	7	6
15/02/2015	05	7	47	0.1	259	12.5	75	994	5	0	4	2	3	0.1	2	5	6
15/02/2015	06	9	36	0.1	227	11.7	82	993	2	0	4	3	3	0.1	2	8	4
15/02/2015	07	7	48	0.3	248	11.3	87	993	3	0.1	4	3	3	0.1	2	5	4
15/02/2015	08	10	34	0.1	316	11.3	89	993	21	0	4	3	3	0.2	2	8	5
15/02/2015	09	9	56	0.8	251	13.8	80	993	196	0	2	2	3	0.1	2	7	2
15/02/2015	10	6	68	0.9	265	16	67	993	435	0	1	1	3	0.1	2	4	1
15/02/2015	11	27	48	1.9	291	17.9	59	993	475	0.1	2	1	3	0.1	8	15	8
15/02/2015	12	24	57	2.8	307	19.7	50	993	698	0	1	1	3	0.1	6	14	8
15/02/2015	13	15	64	2.9	309	20.1	45	992	656	0	1	1	3	0.1	5	8	5
15/02/2015	14	8	66	3.6	314	20.4	43	992	621	0	1	1	3	0.1	2	6	4
15/02/2015	15	10	69	3.7	314	19.9	45	992	505	0	1	1	3	0.1	3	6	7
15/02/2015	16	12	63	3.3	310	19.4	46	992	342	0	1	1	3	0.1	3	8	7
15/02/2015	17	7	68	2.9	317	18.8	48	993	169	0	1	1	3	0.1	2	5	3
15/02/2015	18	9	67	2.9	312	17.3	53	993	30	0	1	1	3	0.1	2	6	4
15/02/2015	19	23	52	2.8	311	16.7	54	994	13	0	2	1	3	0.2	5	16	12
15/02/2015	20	16	54	2.2	311	16.6	55	995	13	0	1	1	3	0.1	3	12	6
15/02/2015	21	50	32	2.2	312	16.8	54	995	13	0	2	1	3	0.2	12	31	11
15/02/2015	22	8	68	1.6	289	16.9	52	996	13	0	1	1	3	0.1	2	6	2
15/02/2015	23	13	61	2.9	316	16.5	54	996	13	0	1	1	3	0.1	2	10	3
16/02/2015	00	6	66	3.5	328	15.8	57	996	13	0	1	1	3	0.1	2	4	1
16/02/2015	01	6	65	3.2	326	15.9	56	997	13	0	1	1	3	0.1	2	4	1
16/02/2015	02	8	63	2.1	310	15.7	57	997	13	0	1	1	3	0.1	2	6	1
16/02/2015	03	22	46	1.6	286	15.5	57	997	13	0	2	1	3	0.1	4	17	5
16/02/2015	04	6	65	2.1	275	15.2	57	997	13	0	1	1	3	0.1	2	4	1
16/02/2015	05	6	66	0.9	266	15	57	997	13	0	1	1	3	0.1	2	4	1
16/02/2015	06	15	54	0.4	300	15	57	998	13	0	1	1	3	0.1	3	11	3
16/02/2015	07	15	53	0.7	341	15.8	53	998	15	0	1	1	3	0.1	2	13	3
16/02/2015	08	18	48	0.5	302	15.9	52	999	130	0	1	1	3	0.1	2	16	6
16/02/2015	09	9	60	0.7	279	17.1	50	999	360	0	1	1	3	0.1	2	6	3
16/02/2015	10	8	59	1.3	274	16	52	999	177	0	1	1	3	0.1	2	5	4
16/02/2015	11	20	54	1.5	299	18.2	47	999	518	0	3	1	3	0.1	6	11	26
16/02/2015	12	7	72	2.3	354	19.9	37	998	657	0	1	1	3	0.1	2	4	1
16/02/2015	13	7	73	2.3	351	20.5	36	998	632	0	1	1	3	0.1	2	4	1
16/02/2015	14	6	78	2.1	340	20.8	34	998	483	0	1	1	3	0.1	2	4	1
16/02/2015	15	8	77	2.3	22	19.2	46	998	355	0	1	1	3	0.1	2	5	3
16/02/2015	16	7	79	1.4	82	15.5	73	998	174	0	3	1	3	0.1	2	5	4
16/02/2015	17	10	84	0.8	80	15.6	67	999	189	0	3	1	3	0.1	2	7	6
16/02/2015	18	10	86	0.6	83	14.6	72	999	37	0	3	1	3	0.1	3	7	7
16/02/2015	19	8	87	0.2	63	14.1	73	1000	12	0	3	1	3	0.1	2	6	7
16/02/2015	20	14	75	0.1	41	14	74	1000	12	0	3	1	3	0.1	2	13	7
16/02/2015	21	17	67	0.1	33	13.8	75	1001	12	0	4	2	3	0.1	2	16	9
16/02/2015	22	11	71	0.4	21	13.5	79	1001	11	0.1	4	2	3	0.2	2	9	8
16/02/2015	23	6	75	0.1	63	12.5	89	1001	2	0.2	3	2	3	0.1	2	4	4
17/02/2015	00	9	64	0.2	30	12.2	93	1001	0	0	3	2	3	0.2	2	6	4
17/02/2015	01	7	61	0.1	39	12	94	1000	0	0	3	2	3	0.1	2	4	4
17/02/2015	02	6	59	0.1	14	12	91	1000	0	0	1	1	3	0.1	2	4	2
17/02/2015	03	6	75	0.2	12	11.7	84	1000	0	0.1	1	1	3	0.1	2	4	1
17/02/2015	04	6	67	0.2	360	11.7	82	999	0	0	1	1	3	0.1	2	4	1
17/02/2015	05	11	36	0.1	1	11.1	89	999	0	0	1	1	3	0.1	2	8	1
17/02/2015	06	11	44	0.1	37	11.4	86	1000	0	0	1	1	3	0.1	2	10	1
17/02/2015	07	13	60	0.9	17	11.6	77	1000	1	0	1	1	3	0.1	2	12	1
17/02/2015	08	17	60	1	23	12	71	1001	30	0	1	1	3	0.1	2	16	1
17/02/2015	09	12	62	1.5	24	12.6	69	1003	127	0	1	1	3	0.1	2	10	1
17/02/2015	10	7	65	1	18	13.5	68	1004	276	0	1	1	3	0.1	2	5	1
17/02/2015	11	8	76	1.4	46	15.2	59	1004	403	0	1	1	3	0.1	2	6	2
17/02/2015	12	7	76	1.5	25	14.9	59	1005	287	0	1	1	3	0.1	2	6	2
17/02/2015	13	8	85	2	34	15.4	52	1005	286	0	1	1	3	0.1	2	5	2
17/02/2015	14	7	88	2.2	23	14.2	54	1005	173	0	1	1	3	0.1	2	4	1
17/02/2015	15	7	84	1.9	30	14	56	1005	164	0	1	1	3	0.1	2	5	1
17/02/2015	16	7	86	3.2	16	12.7	60	1005	102	0	1	1	3	0.1	2	4	1
17/02/2015	17	6	87	3	19	12	62	1006	29	0	1	1	3	0.1	2	5	1
17/02/2015	18	8	79	3.2	16	12	65	1007	3	0	1	1	3	0.1	2	6	1
17/02/2015	19	7	78	2.4	15	11.8	67	1008	1	0	1	1	3	0.1	2	6	1
17/02/2015	20	11	68	0.9	18	12.2	70	1008	1	0	1	1	3	0.1	2	8	1
17/02/2015	21	7	78	1.1	53	13.2	72	1008	1	0	3	2	3	0.2	2	6	4
17/02/2015	22	7	79	0.8	53	13.2	76	1009	0	0	3	2	3	0.2	2	5	5
17/02/2015	23	6	87	1.2	61	13.3	76	1009	0	0	4	3	3	0.2	2	4	7
18/02/2015	00	6	87	1	47	13.4	74	1009	0	0	4	2	3	0.1	2	4	5
18/02/2015	01	6	85	0.6	44	13.3	71	1009	0	0	4	2	3	0.1	2	4	6
18/02/2015	02	6	86	0.6	47	13	72	1009	0	0	4	2	3	0.1	2	4	7
18/02/2015	03	6	87	1	56	12.8	72	1009	1	0	4	2	3	0.1	2	4	6
18/02/2015	04	6	90	1.7	63	13.2	69	1008	5	0	4	2	3	0.1	2	4	5
18/02/2015	05	6	87	1.7	69	13.2	69	1009	11	0	4	2	3	0.1	2	4	6
18/02/2015	06	6	83	1.9	65	13.2	70	1009	11	0	4	2	3	0.1	2	4	6
18/02/2015	07	8	74	1.4	63	12.8	72	1010	13	0	4	2	3	0.2	2	6	6
18/02/2015	08	22	57	0.7	43	13	68	1010	45	0	5	3	3	0.2	2	19	9
18/02/2015	09	26	52	0.4	36	13.8	64	1011	200	0	5	3	3	0.2	3	23	10
18/02/2015	10	7	81	2.1	62	15.5	52	1011	549	0	3	2	3	0.1	2	5	4
18/02/2015	11	7	82	2.3	53	15.7	51	1011	588	0	3	2	3	0.1	2	5	4
18/02/2015	12	7	84	2.3	50	16.2	50	1011	676	0	3	2	3	0.1	2	4	3
18/02/2015	13	7	90	2.5	70	16.2	46	1010	656	0	3	2	3	0.1	2	4	4
18/02/2015	14	7	89	2.1	58	15.8	49	1010	377	0	3	2	3	0.1	2	4	5
18/02/2015	15	7	85	2.1	75	14.6	58	1010	179	0	4	2	3	0.1	2	5	6
18/02/2015	16	8	85	2.2	54	14.2	59	1010	120	0	3	2	3	0.1	2	6	4
18/02/2015	17	8	82	1.6	42	14	59	1010	86	0	3	2	3	0.2	2	7	3
18/02/2015	18	11	77	1.1	57	13.4	65	1011	25	0	3	2	3	0.2	2	9	5
18/02/2015	19	17	62	0.8	29	12.7	70	1011	12	0	4	3	3	0.1	2	16	6
18/02/2015	20	11	72	1.4	32	12.4	68	1012	12	0	4	3	3	0.1	2	8	4
18/02/2015	21	13	72	0.6	61	12.1	70	1012	12	0	5	4	3	0.2	2	11	8
18/02/2015	22	17	66	0.2	353	11.5	73	1013	11	0	7	5	3	0.1	2	15	12
18/02/2015	23	14	72	0.3	24	11.4	74	1013	11	0	7	5	3	0.2	2	12	12
19/02/2015	00	7	89	0.3	15	11.6	73	1013	11	0	7	5	3	0.1	2	5	10
19/02/2015	01	10	79	0.3	17	11	73	1012	11	0	6	5	3	0.2	2	9	8
19/02/2015	02	7	87	0.3	19	10.7	71	1012	11	0	6	5	3	0.1	2	5	8
19/02/2015	03	7	83	0.3	6	10.1	72	1012	11	0	5	4	3	0.1	2	4	6
19/02/2015	04	7	83	0.4	21	10.1	71	1011	11	0	5	4	3	0.1	2	5	6
19/02/2015	05	6	93	0.8	20	10.4	70	1011	11	0	6	4	3	0.1	2	5	7
19/02/2015	06	12	85	0.4	29	10.2	69	1011	11	0	7	5	3	0.1	2	11	8
19/02/2015	07	38	54	0.3	16	9.6	73	1011	13	0	7	6	3	0.2	2	35	10
19/02/2015	08	135	16	0.3	8	10	71	1012	109	0	8	6	3	0.3	41	72	15
19/02/2015	09	28	70	0.4	26	12.8	61	1012	299	0	7	5	3	0.2	4	22	11
19/02/2015	10	8	96	0.3	40	14.5	52	1012	468	0	7	5	3	0.2	2	6	10
19/02/2015	11	7	102	0.9	54	15.3	50	1012	526	0	7	5	3	0.1	2	5	11
19/02/2015	12	6	105	1.7	82	15.5	53	1011	671	0	7	5	3	0.1	2	4	10
19/02/2015	13	6	104	2	77	15.5	54	1010	658	0	7	5	3	0.2	2	4	9
19/02/2015	14	8	95	1.8	26	15.3	54	1010	313	0	6	5	3	0.1	2	5	7
19/02/2015	15	6	107	1.8	73	15.7	52	1009	475	0	7	5	3	0.1	2	4	10
19/02/2015	16	6	106	2.1	76	14.7	61	1009	281	0	7	5	3	0.1	2	4	10
19/02/2015	17	8	102	1.7	67	13.8	67	1009	54	0	7	6	3	0.1	2	5	10
19/02/2015	18	9	90	1.2	37	13.5	64	1009	22	0	7	5	3	0.1	2	8	9
19/02/2015	19	8	90	1.4	20	13	64	1009	12	0	5	5	3	0.1	2	6	6
19/02/2015	20	7	90	1.4	17	12.9	64	1009	12	0	6	5	3	0.1	2	6	7
19/02/2015	21	9	89	0.6	24	12.7	63	1010	12	0	7	5	3	0.2	2	8	9
19/02/2015	22	7	93	0.9	16	12.1	65	1010	12	0	7	5	3	0.2	2	4	8
19/02/2015	23	6	93	1.2	17	11.7	67	1009	12	0	6	5	3	0.1	2	4	7
20/02/2015	00	7	90	0.8	20	11.3	67	1009	12	0	7	5	3	0.1	2	4	8
20/02/2015	01	6	81	0.6	3	10.1	69	1008	12	0	7	5	3	0.2	2	4	8
20/02/2015	02	7	67	0.5	347	8.3	74	1008	11	0	7	6	3	0.2	2	5	8
20/02/2015	03	6	64	0.5	357	7.7	77	1007	11	0	6	5	3	0.1	2	4	8
